utterance_id,rel_path,speaker_id,dialect_group,duration_sec,score,transcript
librispeech_9014_eugeneonegin_05_pushkin_0021,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0021.wav,librispeech_9014,standard,9.28,-0.37,тайну прелесть находила и в самом ужасе она так нас природа сотворила к противуречию склонна настали святки то то радость
librispeech_9014_eugeneonegin_05_pushkin_0022,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0022.wav,librispeech_9014,standard,6.44,-0.2,гадает ветреная младость которой ничего не жаль перед которой жизни даль лежит светла необозрима
librispeech_9014_eugeneonegin_05_pushkin_0023,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0023.wav,librispeech_9014,standard,4.76,-0.27,гадает старость сквозь очки у гробовой своей доски все потеряв невозвратимо
librispeech_9014_eugeneonegin_05_pushkin_0024,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0024.wav,librispeech_9014,standard,3.52,-0.29,и все равно надежда им лжет детским лепетом своим
librispeech_9014_eugeneonegin_05_pushkin_0025,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0025.wav,librispeech_9014,standard,6.3,-0.12,татьяна любопытным взором на воск потопленный глядит он чудно вылитым узором ей что то чудное гласит
librispeech_9014_eugeneonegin_05_pushkin_0028,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0028.wav,librispeech_9014,standard,10.08,-0.24,кому поем тому добро и слава но сулит утраты сей песни жалостный напев милей кошурка сердцу дев морозна ночь все небо ясно
librispeech_9014_eugeneonegin_05_pushkin_0031,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0031.wav,librispeech_9014,standard,6.08,-0.25,но в темном зеркале одна дрожит печальная луна чу снег хрустит прохожий
librispeech_9014_eugeneonegin_05_pushkin_0032,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0032.wav,librispeech_9014,standard,7.28,-0.05,дева к нему на цыпочках летит и голосок ее звучит нежней свирельного напева как ваше имя
librispeech_9014_eugeneonegin_05_pushkin_0033,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0033.wav,librispeech_9014,standard,2.84,-0.16,смотрит он и отвечает агафон
librispeech_9014_eugeneonegin_05_pushkin_0034,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0034.wav,librispeech_9014,standard,6.92,-0.39,татьяна по совету няни сбираясь ночью ворожить тихонько приказала в бане на два прибора стол накрыть
librispeech_9014_eugeneonegin_05_pushkin_0035,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0035.wav,librispeech_9014,standard,2.0,-0.09,но стало страшно вдруг татьяне
librispeech_9014_eugeneonegin_05_pushkin_0037,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0037.wav,librispeech_9014,standard,4.5,-0.44,татьяна поясок шелковый сняла разделась и в постель легла
librispeech_9014_eugeneonegin_05_pushkin_0044,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0044.wav,librispeech_9014,standard,7.28,-0.35,не видит никого кто руку с той стороны подал бы ей но вдруг сугроб зашевелился и кто ж из под него явился
librispeech_9014_eugeneonegin_05_pushkin_0045,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0045.wav,librispeech_9014,standard,3.02,-0.07,большой взъерошенный медведь татьяна ах
librispeech_9014_eugeneonegin_05_pushkin_0046,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0046.wav,librispeech_9014,standard,3.54,-0.32,а он реветь и лапу с острыми когтями ей протянул
librispeech_9014_eugeneonegin_05_pushkin_0049,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0049.wav,librispeech_9014,standard,2.95,-0.2,но от косматого лакея не может убежать никак
librispeech_9014_eugeneonegin_05_pushkin_0050,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0050.wav,librispeech_9014,standard,3.2,-0.34,кряхтя валит медведь несносный пред ними лес
librispeech_9014_eugeneonegin_05_pushkin_0051,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0051.wav,librispeech_9014,standard,3.06,-0.21,недвижны сосны в своей нахмуренной красе
librispeech_9014_eugeneonegin_05_pushkin_0052,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0052.wav,librispeech_9014,standard,3.03,-0.4,отягчены их ветви все клоками снега
librispeech_9014_eugeneonegin_05_pushkin_0053,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0053.wav,librispeech_9014,standard,6.01,-0.1,сквозь вершины осин берез и лип нагих сияет луч светил ночных дороги нет
librispeech_9014_eugeneonegin_05_pushkin_0054,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0054.wav,librispeech_9014,standard,8.79,-0.43,кусты стремнины метелью все занесены глубоко в снег погружены татьяна в лес медведь за нею снег рыхлый по колено ей
librispeech_9014_eugeneonegin_05_pushkin_0055,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0055.wav,librispeech_9014,standard,5.22,-0.31,то длинный сук ее за шею зацепит вдруг то из ушей златые серьги вырвет силой
librispeech_9014_eugeneonegin_05_pushkin_0056,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0056.wav,librispeech_9014,standard,6.33,-0.39,то в хрупком снеге с ножки милой увязнет мокрый башмачок то выронит она платок поднять ей некогда
librispeech_9014_eugeneonegin_05_pushkin_0057,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0057.wav,librispeech_9014,standard,5.72,-0.09,боится медведя слышит за собой и даже трепетной рукой одежды край поднять стыдится
librispeech_9014_eugeneonegin_05_pushkin_0058,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0058.wav,librispeech_9014,standard,5.41,-0.07,она бежит он все вослед и сил уже бежать ей нет упала в снег
librispeech_9014_eugeneonegin_05_pushkin_0059,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0059.wav,librispeech_9014,standard,2.65,-0.09,медведь проворно ее хватает и несет
librispeech_9014_eugeneonegin_05_pushkin_0061,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0061.wav,librispeech_9014,standard,6.49,-0.32,отвсюду он пустынным снегом занесен и ярко светится окошко и в шалаше и крик и шум
librispeech_9014_eugeneonegin_05_pushkin_0063,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0063.wav,librispeech_9014,standard,4.71,-0.27,опомнилась глядит татьяна медведя нет она в сенях
librispeech_9014_eugeneonegin_05_pushkin_0064,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0064.wav,librispeech_9014,standard,3.64,-0.34,за дверью крик и звон стакана как на больших похоронах
librispeech_9014_eugeneonegin_05_pushkin_0069,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0069.wav,librispeech_9014,standard,6.8,-0.09,но что подумала татьяна когда узнала меж гостей того кто мил и страшен ей героя нашего романа
librispeech_9014_eugeneonegin_05_pushkin_0070,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0070.wav,librispeech_9014,standard,3.66,-0.05,онегин за столом сидит и в дверь украдкою глядит
librispeech_9014_eugeneonegin_05_pushkin_0071,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0071.wav,librispeech_9014,standard,2.26,-0.24,он знак подаст и все хлопочут
librispeech_9014_eugeneonegin_05_pushkin_0072,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0072.wav,librispeech_9014,standard,6.52,-0.28,он пьет все пьют и все кричат он засмеется все хохочут нахмурит брови все молчат
librispeech_9014_eugeneonegin_05_pushkin_0074,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0074.wav,librispeech_9014,standard,5.04,-0.31,вдруг ветер дунул загашая огонь светильников ночных смутилась шайка домовых
librispeech_9014_eugeneonegin_05_pushkin_0075,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0075.wav,librispeech_9014,standard,6.04,-0.28,онегин взорами сверкая из за стола гремя встает все встали он к дверям идет и страшно ей
librispeech_9014_eugeneonegin_05_pushkin_0076,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0076.wav,librispeech_9014,standard,3.36,-0.24,и торопливо татьяна силится бежать нельзя никак
librispeech_9014_eugeneonegin_05_pushkin_0077,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0077.wav,librispeech_9014,standard,3.83,-0.04,нетерпеливо метаясь хочет закричать не может
librispeech_9014_eugeneonegin_05_pushkin_0080,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0080.wav,librispeech_9014,standard,3.78,-0.07,сказал евгений грозно и шайка вся сокрылась вдруг
librispeech_9014_eugeneonegin_05_pushkin_0081,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0081.wav,librispeech_9014,standard,3.38,-0.08,осталася во тьме морозной младая дева с ним сам друг
librispeech_9014_eugeneonegin_05_pushkin_0082,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0082.wav,librispeech_9014,standard,7.44,-0.45,онегин тихо увлекает татьяну в угол и слагает ее на шаткую скамью и клонит голову свою к ней на плечо
librispeech_9014_eugeneonegin_05_pushkin_0083,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0083.wav,librispeech_9014,standard,3.46,-0.05,вдруг ольга входит за нею ленский свет блеснул
librispeech_9014_eugeneonegin_05_pushkin_0085,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0085.wav,librispeech_9014,standard,12.86,-0.23,вдруг евгений хватает длинный нож и вмиг повержен ленский страшно тени сгустились нестерпимый крик раздался хижина шатнулась и таня в ужасе проснулась глядит уж в комнате светло
librispeech_9014_eugeneonegin_05_pushkin_0087,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0087.wav,librispeech_9014,standard,4.56,-0.3,ольга к ней авроры северной алей и легче ласточки влетает
librispeech_9014_eugeneonegin_05_pushkin_0091,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0091.wav,librispeech_9014,standard,2.57,-0.44,мартын задека стал потом любимец тани
librispeech_9014_eugeneonegin_05_pushkin_0095,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0095.wav,librispeech_9014,standard,2.71,-0.05,ее сомнений мартын задека не решит
librispeech_9014_eugeneonegin_05_pushkin_0096,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0096.wav,librispeech_9014,standard,3.25,-0.17,но сон зловещий ей сулит печальных много приключений
librispeech_9014_eugeneonegin_05_pushkin_0099,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0099.wav,librispeech_9014,standard,2.4,-0.48,с утра дом лариных гостями весь полон
librispeech_9014_eugeneonegin_05_pushkin_0102,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0102.wav,librispeech_9014,standard,3.23,-0.34,с своей супругою дородной приехал толстый пустяков
librispeech_9014_eugeneonegin_05_pushkin_0103,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0103.wav,librispeech_9014,standard,3.45,-0.28,гвоздин хозяин превосходный владелец нищих мужиков
librispeech_9014_eugeneonegin_05_pushkin_0105,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0105.wav,librispeech_9014,standard,12.86,-0.17,уездный франтик петушков мой брат двоюродный буянов в пуху в картузе с козырьком как вам конечно он знаком и отставной советник флянов тяжелый сплетник старый плут обжора взяточник и шут
librispeech_9014_eugeneonegin_05_pushkin_0110,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0110.wav,librispeech_9014,standard,14.05,-0.47,и вот из ближнего посада созревших барышень кумир уездных матушек отрада приехал ротный командир вошел ах новость да какая музыка будет полковая полковник сам ее послал какая радость будет бал
librispeech_9014_eugeneonegin_05_pushkin_0111,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0111.wav,librispeech_9014,standard,2.86,-0.06,девчонки прыгают заране но кушать подали
librispeech_9014_eugeneonegin_05_pushkin_0112,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0112.wav,librispeech_9014,standard,5.67,-0.18,четой идут за стол рука с рукой теснятся барышни к татьяне мужчины против
librispeech_9014_eugeneonegin_05_pushkin_0113,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0113.wav,librispeech_9014,standard,3.13,-0.07,и крестясь толпа жужжит за стол садясь
librispeech_9014_eugeneonegin_05_pushkin_0114,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0114.wav,librispeech_9014,standard,2.57,-0.31,на миг умолкли разговоры уста жуют
librispeech_9014_eugeneonegin_05_pushkin_0116,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0116.wav,librispeech_9014,standard,3.32,-0.17,но вскоре гости понемногу подъемлют общую тревогу
librispeech_9014_eugeneonegin_05_pushkin_0117,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0117.wav,librispeech_9014,standard,4.96,-0.24,никто не слушает кричат смеются спорят и пищат вдруг двери настежь
librispeech_9014_eugeneonegin_05_pushkin_0119,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0119.wav,librispeech_9014,standard,6.94,-0.29,кричит хозяйка наконец теснятся гости всяк отводит приборы стулья поскорей зовут сажают двух друзей
librispeech_9014_eugeneonegin_05_pushkin_0123,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0123.wav,librispeech_9014,standard,2.48,-0.19,но воля и рассудка власть превозмогли
librispeech_9014_eugeneonegin_05_pushkin_0124,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0124.wav,librispeech_9014,standard,4.24,-0.24,она два слова сквозь зубы молвила тишком и усидела за столом
librispeech_9014_eugeneonegin_05_pushkin_0126,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0126.wav,librispeech_9014,standard,3.0,-0.1,чудак попав на пир огромный уж был сердит
librispeech_9014_eugeneonegin_05_pushkin_0128,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0128.wav,librispeech_9014,standard,4.71,-0.21,теперь заране торжествуя он стал чертить в душе своей карикатуры всех гостей
librispeech_9014_eugeneonegin_05_pushkin_0134,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0134.wav,librispeech_9014,standard,4.09,-0.44,и вот с осанкой важной куплетом мучимый давно трике встает
librispeech_9014_eugeneonegin_05_pushkin_0136,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0136.wav,librispeech_9014,standard,5.25,-0.47,татьяна чуть жива трике к ней обратясь с листком в руке запел фальшивя
librispeech_9014_eugeneonegin_05_pushkin_0138,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0138.wav,librispeech_9014,standard,5.08,-0.08,поэт же скромный хоть великий ее здоровье первый пьет и ей куплет передает
librispeech_9014_eugeneonegin_05_pushkin_0139,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0139.wav,librispeech_9014,standard,3.25,-0.07,пошли приветы поздравленья татьяна всех благодарит
librispeech_9014_eugeneonegin_05_pushkin_0140,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0140.wav,librispeech_9014,standard,11.73,-0.06,когда же дело до евгенья дошло то девы томный вид ее смущение усталость в его душе родили жалость он молча поклонился ей но как то взор его очей был чудно нежен
librispeech_9014_eugeneonegin_05_pushkin_0146,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0146.wav,librispeech_9014,standard,3.58,-0.1,восемь раз они места переменяли и чай несут
librispeech_9014_eugeneonegin_05_pushkin_0147,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0147.wav,librispeech_9014,standard,3.1,-0.05,люблю я час определять обедом чаем и ужином
librispeech_9014_eugeneonegin_05_pushkin_0148,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0148.wav,librispeech_9014,standard,4.14,-0.08,мы время знаем в деревне без больших сует желудок верный наш брегет
librispeech_9014_eugeneonegin_05_pushkin_0151,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0151.wav,librispeech_9014,standard,8.45,-0.26,обрадован музыки громом оставя чашку чаю с ромом парис окружных городков подходит к ольге петушков к татьяне ленский
librispeech_9014_eugeneonegin_05_pushkin_0152,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0152.wav,librispeech_9014,standard,9.62,-0.35,харликову невесту переспелых лет берет тамбовский мой поэт умчал буянов пустякову и в залу высыпали все и бал блестит во всей красе
librispeech_9014_eugeneonegin_05_pushkin_0154,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0154.wav,librispeech_9014,standard,4.94,-0.34,но развлечен пустым мечтаньем я занялся воспоминаньем о ножках мне знакомых дам
librispeech_9014_eugeneonegin_05_pushkin_0155,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0155.wav,librispeech_9014,standard,3.36,-0.13,по вашим узеньким следам о ножки полно заблуждаться
librispeech_9014_eugeneonegin_05_pushkin_0156,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0156.wav,librispeech_9014,standard,8.58,-0.11,с изменой юности моей пора мне сделаться умней в делах и в слоге поправляться и эту пятую тетрадь от отступлений очищать
librispeech_9014_eugeneonegin_05_pushkin_0159,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0159.wav,librispeech_9014,standard,5.7,-0.06,быстро с ней вертится около гостей потом на стул ее сажает заводит речь о том о сем
librispeech_9014_eugeneonegin_05_pushkin_0160,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0160.wav,librispeech_9014,standard,5.41,-0.09,спустя минуты две потом вновь с нею вальс он продолжает все в изумленье
librispeech_9014_eugeneonegin_05_pushkin_0162,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0162.wav,librispeech_9014,standard,7.46,-0.19,бывало когда гремел мазурки гром в огромной зале все дрожало паркет трещал под каблуком тряслися дребезжали рамы
librispeech_9014_eugeneonegin_05_pushkin_0167,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0167.wav,librispeech_9014,standard,9.32,-0.35,ведет ее скользя небрежно и наклонясь ей шепчет нежно какой то пошлый мадригал и руку жмет и запылал в ее лице самолюбивом румянец ярче
librispeech_9014_eugeneonegin_05_pushkin_0168,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0168.wav,librispeech_9014,standard,3.26,-0.09,ленский мой все видел вспыхнул сам не свой
librispeech_9014_eugeneonegin_05_pushkin_0173,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0173.wav,librispeech_9014,standard,1.95,-0.36,не в силах ленский снесть удара
librispeech_9014_eugeneonegin_05_pushkin_0174,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0174.wav,librispeech_9014,standard,4.35,-0.24,проказы женские кляня выходит требует коня и скачет
librispeech_9014_eugeneonegin_05_pushkin_0175,librispeech_9014/librispeech_9014_eugeneonegin_05_pushkin_0175.wav,librispeech_9014,standard,5.0,-0.11,пистолетов пара две пули больше ничего вдруг разрешат судьбу его
librispeech_9014_eugeneonegin_06_pushkin_0002,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0002.wav,librispeech_9014,standard,6.23,-0.42,постели стелют для гостей ночлег отводят от сеней до самой девичьи всем нужен покойный сон
librispeech_9014_eugeneonegin_06_pushkin_0003,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0003.wav,librispeech_9014,standard,2.74,-0.04,онегин мой один уехал спать домой
librispeech_9014_eugeneonegin_06_pushkin_0004,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0004.wav,librispeech_9014,standard,5.42,-0.37,все успокоилось в гостиной храпит тяжелый пустяков с своей тяжелой половиной
librispeech_9014_eugeneonegin_06_pushkin_0006,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0006.wav,librispeech_9014,standard,3.44,-0.44,девицы в комнатах татьяны и ольги все объяты сном
librispeech_9014_eugeneonegin_06_pushkin_0009,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0009.wav,librispeech_9014,standard,7.74,-0.17,тревожит ее ревнивая тоска как будто хладная рука ей сердце жмет как будто бездна под ней чернеет и шумит
librispeech_9014_eugeneonegin_06_pushkin_0010,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0010.wav,librispeech_9014,standard,5.77,-0.47,погибну таня говорит но гибель от него любезна я не ропщу зачем роптать
librispeech_9014_eugeneonegin_06_pushkin_0014,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0014.wav,librispeech_9014,standard,7.36,-0.41,новейший регул чести бог готовый вновь предаться узам чтоб каждым утром у вери в долг осушать бутылки три
librispeech_9014_eugeneonegin_06_pushkin_0017,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0017.wav,librispeech_9014,standard,4.68,-0.18,удалость как сон любви другая шалость проходит с юностью живой
librispeech_9014_eugeneonegin_06_pushkin_0020,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0020.wav,librispeech_9014,standard,6.7,-0.16,он с удовольствием бывало видался с ним и так нимало поутру не был удивлен когда его увидел он
librispeech_9014_eugeneonegin_06_pushkin_0021,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0021.wav,librispeech_9014,standard,6.32,-0.09,тот после первого привета прервав начатый разговор онегину осклабя взор вручил записку от поэта
librispeech_9014_eugeneonegin_06_pushkin_0022,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0022.wav,librispeech_9014,standard,3.38,-0.09,к окну онегин подошел и про себя ее прочел
librispeech_9014_eugeneonegin_06_pushkin_0025,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0025.wav,librispeech_9014,standard,4.2,-0.36,остаться доле не хотел имея дома много дел и тотчас вышел
librispeech_9014_eugeneonegin_06_pushkin_0026,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0026.wav,librispeech_9014,standard,4.19,-0.05,но евгений наедине с своей душой был недоволен сам собой
librispeech_9014_eugeneonegin_06_pushkin_0027,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0027.wav,librispeech_9014,standard,11.91,-0.5,и поделом в разборе строгом на тайный суд себя призвав он обвинял себя во многом во первых он уж был неправ что над любовью робкой нежной так подшутил вечор небрежно
librispeech_9014_eugeneonegin_06_pushkin_0029,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0029.wav,librispeech_9014,standard,9.5,-0.26,евгений всем сердцем юношу любя был должен оказать себя не мячиком предрассуждений не пылким мальчиком бойцом но мужем с честью и с умом
librispeech_9014_eugeneonegin_06_pushkin_0031,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0031.wav,librispeech_9014,standard,2.41,-0.18,он должен был обезоружить младое сердце
librispeech_9014_eugeneonegin_06_pushkin_0032,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0032.wav,librispeech_9014,standard,2.66,-0.03,но теперь уж поздно время улетело
librispeech_9014_eugeneonegin_06_pushkin_0033,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0033.wav,librispeech_9014,standard,3.92,-0.04,к тому ж он мыслит в это дело вмешался старый дуэлист
librispeech_9014_eugeneonegin_06_pushkin_0034,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0034.wav,librispeech_9014,standard,2.3,-0.41,он зол он сплетник он речист
librispeech_9014_eugeneonegin_06_pushkin_0035,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0035.wav,librispeech_9014,standard,11.92,-0.45,конечно быть должно презренье ценой его забавных слов но шепот хохотня глупцов и вот общественное мненье пружина чести наш кумир и вот на чем вертится мир
librispeech_9014_eugeneonegin_06_pushkin_0036,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0036.wav,librispeech_9014,standard,3.7,-0.09,кипя враждой нетерпеливой ответа дома ждет поэт
librispeech_9014_eugeneonegin_06_pushkin_0038,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0038.wav,librispeech_9014,standard,2.11,-0.29,теперь ревнивцу то то праздник
librispeech_9014_eugeneonegin_06_pushkin_0039,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0039.wav,librispeech_9014,standard,6.86,-0.41,он все боялся чтоб проказник не отшутился как нибудь уловку выдумав и грудь отворотив от пистолета
librispeech_9014_eugeneonegin_06_pushkin_0042,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0042.wav,librispeech_9014,standard,3.21,-0.18,он думал оленьку смутить своим приездом поразить
librispeech_9014_eugeneonegin_06_pushkin_0045,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0045.wav,librispeech_9014,standard,3.71,-0.08,все чувства в ленском помутились и молча он повесил нос
librispeech_9014_eugeneonegin_06_pushkin_0049,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0049.wav,librispeech_9014,standard,2.05,-0.04,он мыслит буду ей спаситель
librispeech_9014_eugeneonegin_06_pushkin_0052,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0052.wav,librispeech_9014,standard,3.32,-0.07,чтобы двухутренний цветок увял еще полураскрытый
librispeech_9014_eugeneonegin_06_pushkin_0053,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0053.wav,librispeech_9014,standard,3.48,-0.09,все это значило друзья с приятелем стреляюсь я
librispeech_9014_eugeneonegin_06_pushkin_0054,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0054.wav,librispeech_9014,standard,3.4,-0.13,когда б он знал какая рана моей татьяны сердце жгла
librispeech_9014_eugeneonegin_06_pushkin_0055,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0055.wav,librispeech_9014,standard,6.86,-0.27,когда бы ведала татьяна когда бы знать она могла что завтра ленский и евгений заспорят о могильной сени
librispeech_9014_eugeneonegin_06_pushkin_0056,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0056.wav,librispeech_9014,standard,3.64,-0.15,ах может быть ее любовь друзей соединила б вновь
librispeech_9014_eugeneonegin_06_pushkin_0059,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0059.wav,librispeech_9014,standard,3.99,-0.13,весь вечер ленский был рассеян то молчалив то весел вновь
librispeech_9014_eugeneonegin_06_pushkin_0061,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0061.wav,librispeech_9014,standard,2.68,-0.14,сжалось в нем сердце полное тоской
librispeech_9014_eugeneonegin_06_pushkin_0062,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0062.wav,librispeech_9014,standard,8.0,-0.31,прощаясь с девой молодой оно как будто разрывалось она глядит ему в лицо что с вами так и на крыльцо
librispeech_9014_eugeneonegin_06_pushkin_0064,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0064.wav,librispeech_9014,standard,5.71,-0.24,в нем сердце грустное не дремлет с неизъяснимою красой он видит ольгу пред собой
librispeech_9014_eugeneonegin_06_pushkin_0065,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0065.wav,librispeech_9014,standard,2.7,-0.07,владимир книгу закрывает берет перо
librispeech_9014_eugeneonegin_06_pushkin_0066,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0066.wav,librispeech_9014,standard,3.68,-0.39,его стихи полны любовной чепухи звучат и льются
librispeech_9014_eugeneonegin_06_pushkin_0068,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0068.wav,librispeech_9014,standard,4.69,-0.07,вот они куда куда вы удалились весны моей златые дни
librispeech_9014_eugeneonegin_06_pushkin_0069,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0069.wav,librispeech_9014,standard,1.96,-0.03,что день грядущий мне готовит
librispeech_9014_eugeneonegin_06_pushkin_0070,librispeech_9014/librispeech_9014_eugeneonegin_06_pushkin_0070.wav,librispeech_9014,standard,6.29,-0.14,его мой взор напрасно ловит в глубокой мгле таится он нет нужды прав судьбы закон
